Ensembl,Transcript,Gene,Chromosome,TSS_start,Base,TSS_end,Strand
ENSG00000020633,ENST00000308873,RUNX3,chr1,25255869,25256369,25256869,-
ENSG00000117614,ENST00000236273,SYF2,chr1,25558485,25558985,25559485,-
ENSG00000117616,ENST00000243189,RSRP1,chr1,25573511,25574011,25574511,-
ENSG00000187010,ENST00000328664,RHD,chr1,25598384,25598884,25599384,+
ENSG00000183726,ENST00000374358,TMEM50A,chr1,25663908,25664408,25664908,+
ENSG00000188672,ENST00000294413,RHCE,chr1,25746837,25747337,25747837,-
ENSG00000204178,ENST00000374343,TMEM57,chr1,25756911,25757411,25757911,+
ENSG00000157978,ENST00000374338,LDLRAP1,chr1,25869571,25870071,25870571,+
ENSG00000117643,ENST00000374332,MAN1C1,chr1,25943459,25943959,25944459,+
ENSG00000162430,ENST00000361547,SEPN1,chr1,26126167,26126667,26127167,+
ENSG00000255054,ENST00000527604,RP1-317E23.6,chr1,26139964,26140464,26140964,+
ENSG00000117640,ENST00000374301,MTFR1L,chr1,26146184,26146684,26147184,+
ENSG00000127423,ENST00000374298,AUNIP,chr1,26185404,26185904,26186404,-
ENSG00000182749,ENST00000374296,PAQR7,chr1,26197245,26197745,26198245,-
ENSG00000117632,ENST00000399728,STMN1,chr1,26232145,26232645,26233145,-
ENSG00000158006,ENST00000374282,PAFAH2,chr1,26324149,26324649,26325149,-
ENSG00000158008,ENST00000374280,EXTL1,chr1,26347771,26348271,26348771,+
ENSG00000158014,ENST00000374276,SLC30A2,chr1,26372125,26372625,26373125,-
ENSG00000158022,ENST00000374272,TRIM63,chr1,26393625,26394125,26394625,-
ENSG00000175087,ENST00000374271,PDIK1L,chr1,26437828,26438328,26438828,+
ENSG00000197245,ENST00000374268,FAM110D,chr1,26485011,26485511,26486011,+
ENSG00000282872,ENST00000634842,RP11-96L14.8,chr1,26494573,26495073,26495573,-
ENSG00000142684,ENST00000374266,ZNF593,chr1,26495862,26496362,26496862,+
ENSG00000236782,ENST00000448923,RP11-96L14.7,chr1,26497813,26498313,26498813,-
ENSG00000142675,ENST00000361530,CNKSR1,chr1,26503394,26503894,26504394,+
ENSG00000188782,ENST00000456354,CATSPER4,chr1,26516552,26517052,26517552,+
ENSG00000130695,ENST00000252992,CEP85,chr1,26560193,26560693,26561193,+
ENSG00000142669,ENST00000270792,SH3BGRL3,chr1,26605167,26605667,26606167,+
ENSG00000169442,ENST00000374213,CD52,chr1,26643948,26644448,26644948,+
ENSG00000158062,ENST00000374222,UBXN11,chr1,26644355,26644855,26645355,-
ENSG00000176092,ENST00000308182,AIM1L,chr1,26680122,26680622,26681122,-
ENSG00000176083,ENST00000349618,ZNF683,chr1,26698727,26699227,26699727,-
ENSG00000131914,ENST00000326279,LIN28A,chr1,26736769,26737269,26737769,+
ENSG00000117682,ENST00000360009,DHDDS,chr1,26758346,26758846,26759346,+
ENSG00000198830,ENST00000361427,HMGN2,chr1,26798510,26799010,26799510,+
ENSG00000117676,ENST00000374168,RPS6KA1,chr1,26855758,26856258,26856758,+
ENSG00000117713,ENST00000324856,ARID1A,chr1,27022024,27022524,27023024,+
ENSG00000060642,ENST00000374145,PIGV,chr1,27114186,27114686,27115186,+
ENSG00000204160,ENST00000374142,ZDHHC18,chr1,27152701,27153201,27153701,+
ENSG00000175793,ENST00000339276,SFN,chr1,27189129,27189629,27190129,+
ENSG00000142751,ENST00000374135,GPN2,chr1,27216289,27216789,27217289,-
ENSG00000198746,ENST00000361720,GPATCH3,chr1,27226458,27226958,27227458,-
ENSG00000131910,ENST00000254227,NR0B2,chr1,27239958,27240458,27240958,-
ENSG00000090273,ENST00000321265,NUDC,chr1,27247717,27248217,27248717,+
ENSG00000175707,ENST00000320567,KDF1,chr1,27286398,27286898,27287398,-
ENSG00000253368,ENST00000522111,TRNP1,chr1,27319698,27320198,27320698,+
ENSG00000158246,ENST00000289166,FAM46B,chr1,27338828,27339328,27339828,-
ENSG00000090020,ENST00000263980,SLC9A1,chr1,27480902,27481402,27481902,-
ENSG00000142784,ENST00000361771,WDTC1,chr1,27560659,27561159,27561659,+
ENSG00000186501,ENST00000611517,TMEM222,chr1,27648136,27648636,27649136,+
ENSG00000142765,ENST00000318074,SYTL1,chr1,27668013,27668513,27669013,+
ENSG00000142733,ENST00000493901,MAP3K6,chr1,27692884,27693384,27693884,-
ENSG00000142748,ENST00000270879,FCN3,chr1,27700816,27701316,27701816,-
ENSG00000174950,ENST00000374027,CD164L2,chr1,27709294,27709794,27710294,-
ENSG00000181773,ENST00000374024,GPR3,chr1,27718648,27719148,27719648,+
ENSG00000158195,ENST00000618852,WASF2,chr1,27816170,27816670,27817170,-
ENSG00000126705,ENST00000374011,AHDC1,chr1,27929644,27930144,27930644,-
ENSG00000000938,ENST00000374005,FGR,chr1,27961289,27961789,27962289,-
ENSG00000126709,ENST00000339145,IFI6,chr1,27998190,27998690,27999190,-
ENSG00000009780,ENST00000373954,FAM76A,chr1,28051990,28052490,28052990,+
ENSG00000117758,ENST00000373943,STX12,chr1,28099194,28099694,28100194,+
ENSG00000117751,ENST00000311772,PPP1R8,chr1,28156789,28157289,28157789,+
ENSG00000268552,ENST00000601459,AL109927.1,chr1,28176756,28177256,28177756,-
ENSG00000130775,ENST00000373921,THEMIS2,chr1,28198579,28199079,28199579,+
ENSG00000117748,ENST00000373912,RPA2,chr1,28240755,28241255,28241755,-
ENSG00000130768,ENST00000373894,SMPDL3B,chr1,28261004,28261504,28262004,+
ENSG00000158156,ENST00000373884,XKR8,chr1,28285473,28285973,28286473,+
ENSG00000158161,ENST00000373871,EYA3,chr1,28414708,28415208,28415708,-
ENSG00000169403,ENST00000373857,PTAFR,chr1,28503200,28503700,28504200,-
ENSG00000269804,ENST00000596102,AL353354.2,chr1,28526570,28527070,28527570,+
ENSG00000215902,ENST00000321830,AL353354.1,chr1,28526653,28527153,28527653,-
ENSG00000126698,ENST00000263697,DNAJC8,chr1,28559037,28559537,28560037,-
ENSG00000130770,ENST00000335514,ATPIF1,chr1,28562144,28562644,28563144,+
ENSG00000130766,ENST00000253063,SESN2,chr1,28585538,28586038,28586538,+
ENSG00000130772,ENST00000373842,MED18,chr1,28655049,28655549,28656049,+
ENSG00000204138,ENST00000373836,PHACTR4,chr1,28764182,28764682,28765182,+
ENSG00000180198,ENST00000373833,RCC1,chr1,28832069,28832569,28833069,+
ENSG00000180098,ENST00000373830,TRNAU1AP,chr1,28879097,28879597,28880097,+
ENSG00000188060,ENST00000373826,RAB42,chr1,28918212,28918712,28919212,+
ENSG00000120656,ENST00000263974,TAF12,chr1,28969018,28969518,28970018,-
ENSG00000162419,ENST00000294409,GMEB1,chr1,28994792,28995292,28995792,+
ENSG00000198492,ENST00000373812,YTHDF2,chr1,29062771,29063271,29063771,+
ENSG00000116329,ENST00000234961,OPRD1,chr1,29138154,29138654,29139154,+
ENSG00000159023,ENST00000343067,EPB41,chr1,29213103,29213603,29214103,+
ENSG00000253304,ENST00000420504,TMEM200B,chr1,29448514,29449014,29449514,-
ENSG00000116350,ENST00000373795,SRSF4,chr1,29508000,29508500,29509000,-
ENSG00000116353,ENST00000263702,MECR,chr1,29556945,29557445,29557945,-
ENSG00000060656,ENST00000345512,PTPRU,chr1,29562528,29563028,29563528,+
ENSG00000162510,ENST00000373765,MATN1,chr1,31195935,31196435,31196935,-
ENSG00000162511,ENST00000294507,LAPTM5,chr1,31230168,31230668,31231168,-
ENSG00000162512,ENST00000339394,SDC3,chr1,31381109,31381609,31382109,-
ENSG00000134644,ENST00000257075,PUM1,chr1,31538046,31538546,31539046,-
ENSG00000084628,ENST00000373736,NKAIN1,chr1,31711902,31712402,31712902,-
ENSG00000060688,ENST00000263694,SNRNP40,chr1,31769118,31769618,31770118,-
ENSG00000121766,ENST00000373714,ZCCHC17,chr1,31769355,31769855,31770355,+
ENSG00000121769,ENST00000373713,FABP3,chr1,31845424,31845924,31846424,-
ENSG00000168528,ENST00000373709,SERINC2,chr1,31885463,31885963,31886463,+
ENSG00000268950,ENST00000596131,AC114494.1,chr1,31902115,31902615,31903115,-
ENSG00000142910,ENST00000271064,TINAGL1,chr1,32041636,32042136,32042636,+
ENSG00000121764,ENST00000403528,HCRTR1,chr1,32082801,32083301,32083801,+
ENSG00000162517,ENST00000373703,PEF1,chr1,32109989,32110489,32110989,-
ENSG00000084636,ENST00000373672,COL16A1,chr1,32169421,32169921,32170421,-
ENSG00000121753,ENST00000373655,ADGRB2,chr1,32229137,32229637,32230137,-
ENSG00000134668,ENST00000360482,SPOCD1,chr1,32281153,32281653,32282153,-
ENSG00000212673,ENST00000391369,AL136115.1,chr1,32378674,32379174,32379674,+
ENSG00000184007,ENST00000602725,PTP4A2,chr1,32384585,32385085,32385585,-
ENSG00000121774,ENST00000327300,KHDRBS1,chr1,32478930,32479430,32479930,+
ENSG00000121775,ENST00000336294,TMEM39B,chr1,32538003,32538503,32539003,+
ENSG00000025800,ENST00000373625,KPNA6,chr1,32573139,32573639,32574139,+
ENSG00000084652,ENST00000373609,TXLNA,chr1,32645166,32645666,32646166,+
ENSG00000160050,ENST00000373602,CCDC28B,chr1,32665487,32665987,32666487,+
ENSG00000160051,ENST00000291358,IQCC,chr1,32670762,32671262,32671762,+
ENSG00000222046,ENST00000409358,DCDC2B,chr1,32674195,32674695,32675195,+
ENSG00000160055,ENST00000309777,TMEM234,chr1,32687427,32687927,32688427,-
ENSG00000084623,ENST00000373586,EIF3I,chr1,32687471,32687971,32688471,+
ENSG00000183615,ENST00000373582,FAM167B,chr1,32712334,32712834,32713334,+
ENSG00000182866,ENST00000336890,LCK,chr1,32716340,32716840,32717340,+
ENSG00000116478,ENST00000373548,HDAC1,chr1,32757187,32757687,32758187,+
ENSG00000175130,ENST00000329421,MARCKSL1,chr1,32801481,32801981,32802481,-
ENSG00000162526,ENST00000373534,TSSK3,chr1,32827298,32827798,32828298,+
ENSG00000225828,ENST00000432622,FAM229A,chr1,32827345,32827845,32828345,-
ENSG00000160058,ENST00000455895,BSDC1,chr1,32859550,32860050,32860550,-
ENSG00000254553,ENST00000480336,RP1-27O5.3,chr1,32930158,32930658,32931158,+
ENSG00000273274,ENST00000609129,ZBTB8B,chr1,32930170,32930670,32931170,+
ENSG00000160062,ENST00000373510,ZBTB8A,chr1,33004528,33005028,33005528,+
ENSG00000176261,ENST00000468695,ZBTB8OS,chr1,33115686,33116186,33116686,-
ENSG00000162521,ENST00000373493,RBBP4,chr1,33116249,33116749,33117249,+
ENSG00000162520,ENST00000409190,SYNC,chr1,33168221,33168721,33169221,-
ENSG00000162522,ENST00000401073,KIAA1522,chr1,33206986,33207486,33207986,+
ENSG00000116497,ENST00000373475,S100PBP,chr1,33282656,33283156,33283656,+
ENSG00000134684,ENST00000373477,YARS,chr1,33283255,33283755,33284255,-
ENSG00000160097,ENST00000373471,FNDC5,chr1,33335915,33336415,33336915,-
ENSG00000121905,ENST00000373467,HPCA,chr1,33351536,33352036,33352536,+
ENSG00000121900,ENST00000373463,TMEM54,chr1,33366460,33366960,33367460,-
ENSG00000116514,ENST00000373456,RNF19B,chr1,33429787,33430287,33430787,-
ENSG00000267885,ENST00000594612,FKSG48,chr1,33438768,33439268,33439768,+
ENSG00000004455,ENST00000354858,AK2,chr1,33502094,33502594,33503094,-
ENSG00000142920,ENST00000294517,AZIN2,chr1,33546214,33546714,33547214,+
ENSG00000116525,ENST00000291416,TRIM62,chr1,33646768,33647268,33647768,-
ENSG00000160094,ENST00000539719,ZNF362,chr1,33721674,33722174,33722674,+
ENSG00000184389,ENST00000442999,A3GALT2,chr1,33786200,33786700,33787200,-
ENSG00000134686,ENST00000257118,PHC2,chr1,33840695,33841195,33841695,-
ENSG00000121903,ENST00000361328,ZSCAN20,chr1,33937746,33938246,33938746,+
ENSG00000176256,ENST00000522796,HMGB4,chr1,34325601,34326101,34326601,+
ENSG00000121904,ENST00000373388,CSMD2,chr1,34630944,34631444,34631944,-
ENSG00000142698,ENST00000488417,C1orf94,chr1,34642771,34643271,34643771,+
ENSG00000189280,ENST00000338513,GJB5,chr1,35220148,35220648,35221148,+
ENSG00000189433,ENST00000339480,GJB4,chr1,35224842,35225342,35225842,+
ENSG00000188910,ENST00000373366,GJB3,chr1,35246290,35246790,35247290,+
ENSG00000187513,ENST00000342280,GJA4,chr1,35258099,35258599,35259099,+
ENSG00000163866,ENST00000521580,SMIM12,chr1,35324918,35325418,35325918,-
ENSG00000116544,ENST00000373347,DLGAP3,chr1,35394687,35395187,35395687,-
ENSG00000243749,ENST00000373337,TMEM35B,chr1,35450455,35450955,35451455,-
ENSG00000271741,ENST00000487874,RP11-244H3.4,chr1,35496843,35497343,35497843,-
ENSG00000163867,ENST00000357182,ZMYM6,chr1,35497070,35497570,35498070,-
ENSG00000197056,ENST00000611874,ZMYM1,chr1,35524887,35525387,35525887,+
ENSG00000116560,ENST00000357214,SFPQ,chr1,35658250,35658750,35659250,-
ENSG00000146463,ENST00000314607,ZMYM4,chr1,35734068,35734568,35735068,+
ENSG00000142687,ENST00000325722,KIAA0319L,chr1,36022515,36023015,36023515,-
ENSG00000020129,ENST00000373243,NCDN,chr1,36022909,36023409,36023909,+
ENSG00000116819,ENST00000373235,TFAP2E,chr1,36038471,36038971,36039471,+
ENSG00000126067,ENST00000373237,PSMB2,chr1,36106946,36107446,36107946,-
ENSG00000142686,ENST00000270815,C1orf216,chr1,36184574,36185074,36185574,-
ENSG00000092853,ENST00000318121,CLSPN,chr1,36235030,36235530,36236030,-
ENSG00000134698,ENST00000373210,AGO4,chr1,36273273,36273773,36274273,+
ENSG00000092847,ENST00000373204,AGO1,chr1,36348310,36348810,36349310,+
ENSG00000126070,ENST00000373191,AGO3,chr1,36396179,36396679,36397179,+
ENSG00000092850,ENST00000207457,TEKT2,chr1,36549176,36549676,36550176,+
ENSG00000116863,ENST00000373178,ADPRHL2,chr1,36553976,36554476,36554976,+
ENSG00000171812,ENST00000397799,COL8A2,chr1,36590322,36590822,36591322,-
ENSG00000054116,ENST00000373166,TRAPPC3,chr1,36614571,36615071,36615571,-
ENSG00000116871,ENST00000373151,MAP7D1,chr1,36621303,36621803,36622303,+
ENSG00000054118,ENST00000354618,THRAP3,chr1,36689517,36690017,36690517,+
ENSG00000214193,ENST00000453908,SH3D21,chr1,36771494,36771994,36772494,+
ENSG00000142694,ENST00000270824,EVA1B,chr1,36789256,36789756,36790256,-
ENSG00000196182,ENST00000373129,STK40,chr1,36850986,36851486,36851986,-
ENSG00000181817,ENST00000315732,LSM10,chr1,36862994,36863494,36863994,-
ENSG00000116885,ENST00000235532,OSCP1,chr1,36915553,36916053,36916553,-
ENSG00000116898,ENST00000373116,MRPS15,chr1,36929539,36930039,36930539,-
ENSG00000119535,ENST00000373106,CSF3R,chr1,36948380,36948880,36949380,-
ENSG00000163873,ENST00000373091,GRIK3,chr1,37499227,37499727,37500227,-
ENSG00000163874,ENST00000373087,ZC3H12A,chr1,37939653,37940153,37940653,+
ENSG00000163875,ENST00000373075,MEAF6,chr1,37979865,37980365,37980865,-
ENSG00000163877,ENST00000296215,SNIP1,chr1,38019404,38019904,38020404,-
ENSG00000163879,ENST00000296218,DNALI1,chr1,38022020,38022520,38023020,+
ENSG00000134697,ENST00000373062,GNL2,chr1,38061023,38061523,38062023,-
ENSG00000169218,ENST00000356545,RSPO1,chr1,38100096,38100596,38101096,-
ENSG00000116922,ENST00000358011,C1orf109,chr1,38155693,38156193,38156693,-
ENSG00000134690,ENST00000373055,CDCA8,chr1,38157590,38158090,38158590,+
ENSG00000183317,ENST00000373048,EPHA10,chr1,38230239,38230739,38231239,-
ENSG00000185090,ENST00000373045,MANEAL,chr1,38258974,38259474,38259974,+
ENSG00000197982,ENST00000373042,C1orf122,chr1,38273318,38273818,38274318,+
ENSG00000196449,ENST00000373044,YRDC,chr1,38273358,38273858,38274358,-
ENSG00000230610,ENST00000448796,AL929472.1,chr1,38293387,38293887,38294387,-
ENSG00000188786,ENST00000373036,MTF1,chr1,38324793,38325293,38325793,-
ENSG00000204084,ENST00000373024,INPP5B,chr1,38412224,38412724,38413224,-
ENSG00000183431,ENST00000373019,SF3A3,chr1,38456094,38456594,38457094,-
ENSG00000183386,ENST00000373016,FHL3,chr1,38470678,38471178,38471678,-
ENSG00000183520,ENST00000373014,UTP11,chr1,38477914,38478414,38478914,+
ENSG00000185668,ENST00000373012,POU3F1,chr1,38511967,38512467,38512967,-
ENSG00000116954,ENST00000373001,RRAGC,chr1,39324996,39325496,39325996,-
ENSG00000214114,ENST00000494695,MYCBP,chr1,39338541,39339041,39339541,-
ENSG00000131233,ENST00000357771,GJA9,chr1,39346760,39347260,39347760,-
ENSG00000274944,ENST00000454994,RP5-864K19.6,chr1,39346790,39347290,39347790,-
ENSG00000158315,ENST00000289248,RHBDL2,chr1,39392010,39392510,39393010,-
ENSG00000174574,ENST00000432648,AKIRIN1,chr1,39456395,39456895,39457395,+
ENSG00000168653,ENST00000372969,NDUFS5,chr1,39491490,39491990,39492490,+
ENSG00000127603,ENST00000567887,MACF1,chr1,39549234,39549734,39550234,+
ENSG00000183682,ENST00000331593,BMP8A,chr1,39956818,39957318,39957818,+
ENSG00000090621,ENST00000372856,PABPC4,chr1,40041924,40042424,40042924,-
ENSG00000163909,ENST00000372852,HEYL,chr1,40105118,40105618,40106118,-
ENSG00000116981,ENST00000235628,NT5C1A,chr1,40137211,40137711,40138211,-
ENSG00000116983,ENST00000372844,HPCAL4,chr1,40156862,40157362,40157862,-
ENSG00000084072,ENST00000324379,PPIE,chr1,40204054,40204554,40205054,+
ENSG00000198754,ENST00000327582,OXCT2,chr1,40236521,40237021,40237521,-
ENSG00000116985,ENST00000372827,BMP8B,chr1,40254034,40254534,40255034,-
ENSG00000043514,ENST00000316891,TRIT1,chr1,40348679,40349179,40349679,-
ENSG00000116990,ENST00000372816,MYCL,chr1,40367055,40367555,40368055,-
ENSG00000168389,ENST00000372811,MFSD2A,chr1,40420302,40420802,40421302,+
ENSG00000131236,ENST00000372797,CAP1,chr1,40505405,40505905,40506405,+
ENSG00000131238,ENST00000433473,PPT1,chr1,40562876,40563376,40563876,-
ENSG00000117000,ENST00000372771,RLF,chr1,40626545,40627045,40627545,+
ENSG00000188800,ENST00000372766,TMCO2,chr1,40713073,40713573,40714073,+
ENSG00000084073,ENST00000372759,ZMPSTE24,chr1,40723279,40723779,40724279,+
ENSG00000049089,ENST00000372748,COL9A2,chr1,40782467,40782967,40783467,-
ENSG00000084070,ENST00000372718,SMAP2,chr1,40838869,40839369,40839869,+
ENSG00000187801,ENST00000411995,ZFP69B,chr1,40915279,40915779,40916279,+
ENSG00000187815,ENST00000372706,ZFP69,chr1,40942387,40942887,40943387,+
ENSG00000164002,ENST00000372703,EXO5,chr1,40973919,40974419,40974919,+
ENSG00000117010,ENST00000372699,ZNF684,chr1,40996733,40997233,40997733,+
ENSG00000117016,ENST00000372684,RIMS3,chr1,41130830,41131330,41131830,-
ENSG00000066136,ENST00000447388,NFYC,chr1,41156881,41157381,41157881,+
ENSG00000117013,ENST00000347132,KCNQ4,chr1,41249184,41249684,41250184,+
ENSG00000179862,ENST00000372638,CITED4,chr1,41327539,41328039,41328539,-
ENSG00000171793,ENST00000372621,CTPS1,chr1,41444507,41445007,41445507,+
ENSG00000171790,ENST00000359345,SLFNL1,chr1,41488410,41488910,41489410,-
ENSG00000010803,ENST00000326197,SCMH1,chr1,41626071,41626571,41627071,-
ENSG00000204060,ENST00000372591,FOXO6,chr1,41827094,41827594,41828094,+
ENSG00000127129,ENST00000372587,EDN2,chr1,41949843,41950343,41950843,-
ENSG00000127124,ENST00000372583,HIVEP3,chr1,42383670,42384170,42384670,-
ENSG00000044012,ENST00000372581,GUCA2B,chr1,42618592,42619092,42619592,+
ENSG00000197273,ENST00000357001,GUCA2A,chr1,42629890,42630390,42630890,-
ENSG00000198815,ENST00000372572,FOXJ3,chr1,42800137,42800637,42801137,-
ENSG00000177181,ENST00000431473,RIMKLA,chr1,42845977,42846477,42846977,+
ENSG00000066185,ENST00000372565,ZMYND12,chr1,42921439,42921939,42922439,-
ENSG00000127125,ENST00000372561,PPCS,chr1,42921730,42922230,42922730,+
ENSG00000186409,ENST00000342022,CCDC30,chr1,43000060,43000560,43001060,+
ENSG00000171960,ENST00000304979,PPIH,chr1,43123596,43124096,43124596,+
ENSG00000065978,ENST00000321358,YBX1,chr1,43147598,43148098,43148598,+
ENSG00000164007,ENST00000372539,CLDN19,chr1,43205312,43205812,43206312,-
ENSG00000117385,ENST00000296388,P3H1,chr1,43232195,43232695,43233195,-
ENSG00000164008,ENST00000372525,C1orf50,chr1,43232440,43232940,43233440,+
ENSG00000283580,ENST00000603943,RP5-994D16.12,chr1,43232477,43232977,43233477,+
ENSG00000274386,ENST00000536543,RP5-994D16.11,chr1,43253161,43253661,43254161,+
ENSG00000164010,ENST00000372517,ERMAP,chr1,43282302,43282802,43283302,+
ENSG00000177868,ENST00000372521,SVBP,chr1,43282424,43282924,43283424,-
ENSG00000164011,ENST00000372506,ZNF691,chr1,43311799,43312299,43312799,+
ENSG00000117394,ENST00000426263,SLC2A1,chr1,43424345,43424845,43425345,-
ENSG00000186973,ENST00000335282,FAM183A,chr1,43613123,43613623,43614123,+
ENSG00000117395,ENST00000236051,EBNA1BP2,chr1,43637432,43637932,43638432,-
ENSG00000243710,ENST00000610710,CFAP57,chr1,43637501,43638001,43638501,+
ENSG00000179178,ENST00000432792,TMEM125,chr1,43735196,43735696,43736196,+
ENSG00000253313,ENST00000523677,C1orf210,chr1,43750751,43751251,43751751,-
ENSG00000066056,ENST00000372476,TIE1,chr1,43766164,43766664,43767164,+
ENSG00000117400,ENST00000372470,MPL,chr1,43802978,43803478,43803978,+
ENSG00000117399,ENST00000372462,CDC20,chr1,43824184,43824684,43825184,+
ENSG00000066322,ENST00000621943,ELOVL1,chr1,43832910,43833410,43833910,-
ENSG00000159479,ENST00000372457,MED8,chr1,43854980,43855480,43855980,-
ENSG00000198198,ENST00000562955,SZT2,chr1,43855140,43855640,43856140,+
ENSG00000178922,ENST00000372425,HYI,chr1,43919161,43919661,43920161,-
ENSG00000142949,ENST00000438120,PTPRF,chr1,43996061,43996561,43997061,+
ENSG00000066135,ENST00000372396,KDM4A,chr1,44115329,44115829,44116329,+
ENSG00000126091,ENST00000361392,ST3GAL3,chr1,44172718,44173218,44173718,+
ENSG00000117407,ENST00000414809,ARTN,chr1,44398492,44398992,44399492,+
ENSG00000117408,ENST00000372343,IPO13,chr1,44412111,44412611,44413111,+
ENSG00000132768,ENST00000255108,DPH2,chr1,44435176,44435676,44436176,+
ENSG00000117410,ENST00000472174,ATP6V0B,chr1,44439820,44440320,44440820,+
ENSG00000117411,ENST00000356836,B4GALT2,chr1,44445049,44445549,44446049,+
ENSG00000159214,ENST00000372318,CCDC24,chr1,44456780,44457280,44457780,+
ENSG00000196517,ENST00000372310,SLC6A9,chr1,44496559,44497059,44497559,-
ENSG00000171872,ENST00000372299,KLF17,chr1,44584022,44584522,44585022,+
ENSG00000283039,ENST00000634670,KLF18,chr1,44606804,44607304,44607804,-
ENSG00000178028,ENST00000372289,DMAP1,chr1,44678663,44679163,44679663,+
ENSG00000117419,ENST00000372257,ERI3,chr1,44820381,44820881,44821381,-
ENSG00000187147,ENST00000355387,RNF220,chr1,44870366,44870866,44871366,+
